Metabolite,Reference,ID,DOI,tCr_u,tCr_std,IU_u,IU_std,mM_u,mM_std,Group,Tissue,Title,GM,GM_Std,WM,WM_Std,N_Total,Female,Male,Age,Age_Std
Cr,2018_plitman_273,5,10.1016/j.pscychresns.2018.01.004,0.0,0.0,4.42,0.795,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
Cr,2018_plitman_273,6,10.1016/j.pscychresns.2018.01.004,0.0,0.0,4.355,0.58,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
Cr,2018_tiwari_80,2,10.1002/mrm.27142,0.0,0.0,3.025,0.215,3.025,0.215,Healthy,WM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.16,0.05,0.81,0.08,6.0,3.0,3.0,27.0,5
Cr,2018_tiwari_80,3,10.1002/mrm.27142,0.0,0.0,4.15,0.33,4.15,0.33,Healthy,WM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.0,0.0,0.0,0.0,6.0,3.0,3.0,27.0,5
Cr,2018_veeramuthu_25,3,10.1016/j.acra.2018.01.005,0.0,0.0,0.883,0.1125,0.0,0.0,Control,WM,Neurometabolites Alteration in the Acute Phase of Mild Traumatic Brain Injury (mTBI): An In Vivo Proton Magnetic Resonance Spectroscopy (1H-MRS) Study.,0.0,0.0,0.0,0.0,13.0,5.0,8.0,27.15,4.88
Cr,2019_bustillo_246,2,10.1016/j.jad.2018.12.064,0.0,0.0,5.4,0.5,5.4,0.5,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
Cr,2019_bustillo_246,4,10.1016/j.jad.2018.12.064,0.0,0.0,5.85,0.75,5.85,0.75,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
Cr,2019_ferland_237,1,10.1007/s00221-019-05691-z,0.0,0.0,8.6295,0.8235,8.6295,0.8235,Healthy,WM,Longitudinal assessment of (1)H-MRS (GABA and Glx) and TMS measures of cortical inhibition and facilitation in the sensorimotor cortex.,0.22399999999999998,0.04,0.743,0.048,10.0,5.0,5.0,26.0,4
Cr,2019_ferland_237,2,10.1007/s00221-019-05691-z,0.0,0.0,8.8475,0.4285,8.8475,0.4285,Healthy,WM,Longitudinal assessment of (1)H-MRS (GABA and Glx) and TMS measures of cortical inhibition and facilitation in the sensorimotor cortex.,0.22399999999999998,0.052000000000000005,0.742,0.057999999999999996,10.0,5.0,5.0,26.0,4
Cr,2019_schmitz_49,1,10.1111/apt.15256,0.0,0.0,2.1525,0.1905,0.0,0.0,Control,WM,Brain metabolic alterations in patients with long-term calcineurin inhibitor therapy after liver transplantation.,0.0,0.0,0.0,0.0,32.0,17.0,15.0,58.6,7.7
Cr,2019_wiegers_62,1,10.1007/s00125-019-4862-9,0.0,0.0,3.47,0.205,3.47,0.205,Control,WM,Elevated brain glutamate levels in type 1 diabetes: correlations with glycaemic control and age of disease onset but not with hypoglycaemia awareness status.,0.265,0.042,0.713,0.047,13.0,7.0,6.0,25.5,5.5
Cr,2020_lind_40,4,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,3.395,0.25,3.395,0.25,Control,WM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.29254,0.0,0.66486,0.0,20.0,10.0,10.0,22.6,2.37
Cr,2017_marjanska_354,1,10.1016/j.neuroscience.2017.04.035,0.0,0.0,4.445,0.2886,4.445,0.2886,Control,GM,Region-specific aging of the human brain as evidenced by neurochemical profiles measured noninvasively in the posterior cingulate cortex and the occipital lobe using (1)H magnetic resonance spectroscopy at 7T.,0.61,0.041231,0.228,0.037108,17.0,10.0,7.0,21.0,1
Cr,2018_ford_10,4,10.3390/nu10121860,0.0,0.0,3.98,0.065,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7181000000000001,0.038,0.2357,0.0458,14.0,10.0,4.0,43.0,0
Cr,2018_ford_10,2,10.3390/nu10121860,0.0,0.0,3.87,0.075,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7239,0.0435,0.23550000000000001,0.0489,17.0,11.0,6.0,43.0,0
Cr,2018_shakory_43,1,10.1038/s41386-018-0163-0,0.0,0.0,3.585,0.35,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,31.0,18.0,13.0,22.2,3.1
Cr,2018_sheth_276,3,10.1016/j.pscychresns.2018.04.004,0.0,0.0,1.06,0.065,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.7021999999999999,0.03,0.2978,0.03,24.0,5.0,19.0,36.2,9.7
Cr,2018_sheth_276,4,10.1016/j.pscychresns.2018.04.004,0.0,0.0,0.94,0.03,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.6139,0.043,0.3861,0.043,24.0,5.0,19.0,36.2,9.7
Cr,2018_tiwari_80,1,10.1002/mrm.27142,0.0,0.0,4.0,0.285,4.0,0.285,Healthy,GM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.61,0.03,0.23,0.02,6.0,3.0,3.0,27.0,5
Cr,2018_tiwari_80,5,10.1002/mrm.27142,0.0,0.0,4.04,0.24,4.04,0.24,Healthy,GM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.0,0.0,0.0,0.0,6.0,3.0,3.0,27.0,5
Cr,2018_tiwari_80,6,10.1002/mrm.27142,0.0,0.0,3.14,0.1,3.14,0.1,Healthy,GM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.0,0.0,0.0,0.0,6.0,3.0,3.0,27.0,5
Cr,2018_white_43,2,10.1038/s41386-018-0027-7,0.0,0.0,3.28,0.32,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Cr,2018_white_43,3,10.1038/s41386-018-0027-7,0.0,0.0,3.17,0.265,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Cr,2018_white_43,1,10.1038/s41386-018-0027-7,0.0,0.0,3.14,0.27,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
Cr,2019_bustillo_246,1,10.1016/j.jad.2018.12.064,0.0,0.0,7.85,0.75,7.85,0.75,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
Cr,2019_bustillo_246,3,10.1016/j.jad.2018.12.064,0.0,0.0,8.4,0.9,8.4,0.9,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
Cr,2019_mikkelsen_191,1,10.1016/j.neuroimage.2019.02.059,0.0,0.0,7.89,0.68,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.6,0.05,0.26,0.04,12.0,7.0,5.0,23.92,4.81
Cr,2019_mikkelsen_191,3,10.1016/j.neuroimage.2019.02.059,0.0,0.0,6.885,0.495,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.6,0.03,0.29,0.02,7.0,2.0,5.0,23.43,5.47
Cr,2019_mikkelsen_191,4,10.1016/j.neuroimage.2019.02.059,0.0,0.0,7.14,0.36,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.6,0.03,0.28,0.02,12.0,6.0,6.0,25.58,4.48
Cr,2019_mikkelsen_191,5,10.1016/j.neuroimage.2019.02.059,0.0,0.0,6.955,0.27,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.65,0.05,0.26,0.01,12.0,5.0,7.0,25.5,3.73
Cr,2019_mikkelsen_191,10,10.1016/j.neuroimage.2019.02.059,0.0,0.0,7.745,0.475,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.6,0.03,0.27,0.04,12.0,6.0,6.0,25.08,3.23
Cr,2019_mikkelsen_191,14,10.1016/j.neuroimage.2019.02.059,0.0,0.0,7.635,0.535,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.63,0.03,0.27,0.02,8.0,3.0,5.0,23.13,2.36
Cr,2019_mikkelsen_191,16,10.1016/j.neuroimage.2019.02.059,0.0,0.0,8.01,0.255,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.63,0.03,0.27,0.03,12.0,6.0,6.0,23.58,3.73
Cr,2019_mikkelsen_191,17,10.1016/j.neuroimage.2019.02.059,0.0,0.0,9.345,0.345,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.61,0.04,0.28,0.03,12.0,5.0,7.0,23.25,1.96
Cr,2019_mikkelsen_191,23,10.1016/j.neuroimage.2019.02.059,0.0,0.0,9.51,0.355,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.61,0.03,0.29,0.02,12.0,6.0,6.0,27.67,2.77
Cr,2019_reid_45,1,10.1093/schbul/sbx190,0.0,0.0,2.87,0.19,0.0,0.0,Control,GM,7T Proton Magnetic Resonance Spectroscopy of the Anterior Cingulate Cortex in First-Episode Schizophrenia.,0.7140000000000001,0.078,0.254,0.077,21.0,5.0,16.0,23.5,4.5
Cr,2019_sheth_248,3,10.1016/j.jad.2019.01.037,0.0,0.0,1.095,0.0,0.0,0.0,Control,GM,Reduced gamma-amino butyric acid (GABA) and glutamine in the anterior cingulate cortex (ACC) of veterans exposed to trauma.,0.703,0.03,0.297,0.037000000000000005,28.0,4.0,24.0,35.4,8.6
Cr,2020_lind_40,1,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,3.48,0.17,3.48,0.17,Control,GM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.64669,0.0,0.23431000000000002,0.0,20.0,10.0,10.0,22.6,2.37
Cr,2020_lind_40,10,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,3.065,0.335,3.065,0.335,Control,GM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.6731999999999999,0.0,0.3268,0.0,20.0,10.0,10.0,22.6,2.37
Cr,2020_sheth_123,2,10.1152/jn.00765.2019,0.0,0.0,1.02,0.055,0.0,0.0,Control,GM,Increased myoinositol in the anterior cingulate cortex of veterans with a history of traumatic brain injury: a proton magnetic resonance spectroscopy study.,0.6990000000000001,0.028999999999999998,0.3,0.028999999999999998,26.0,0.0,0.0,34.3,9.2
Cr,2021_bednarik_15,1,10.3389/fnins.2021.609485,0.0,0.0,4.1,0.1,4.1,0.1,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7240000000000001,0.0178,0.18600000000000003,0.031,12.0,0.0,12.0,26.0,5
Cr,2021_bednarik_15,2,10.3389/fnins.2021.609485,0.0,0.0,4.05,0.1,4.05,0.1,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7340000000000001,0.018000000000000002,0.17800000000000002,0.032,12.0,0.0,12.0,26.0,5
PCr,2017_bustillo_43,1,10.1093/schbul/sbw122,0.0,0.0,1.425,0.2,1.425,0.2,Control,WM,Glutamatergic and Neuronal Dysfunction in Gray and White Matter: A Spectroscopic Imaging Study in a Large Schizophrenia Sample.,0.37,0.17,0.63,0.0,97.0,69.0,28.0,37.1,12.3
PCr,2018_plitman_273,2,10.1016/j.pscychresns.2018.01.004,0.0,0.0,2.05,0.2625,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
PCr,2018_plitman_273,5,10.1016/j.pscychresns.2018.01.004,0.0,0.0,2.21,0.3975,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
PCr,2018_plitman_273,6,10.1016/j.pscychresns.2018.01.004,0.0,0.0,2.1775,0.29,0.0,0.0,Control,WM,Striatal neurometabolite levels in patients with schizophrenia undergoing long-term antipsychotic treatment: A proton magnetic resonance spectroscopy and reliability study.,0.28,0.04,0.64,0.05,11.0,3.0,8.0,40.73,12.95
PCr,2018_tiwari_80,2,10.1002/mrm.27142,0.0,0.0,1.5125,0.1075,1.5125,0.1075,Healthy,WM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.16,0.05,0.81,0.08,6.0,3.0,3.0,27.0,5
PCr,2018_tiwari_80,3,10.1002/mrm.27142,0.0,0.0,2.075,0.165,2.075,0.165,Healthy,WM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.0,0.0,0.0,0.0,6.0,3.0,3.0,27.0,5
PCr,2018_veeramuthu_25,3,10.1016/j.acra.2018.01.005,0.0,0.0,0.4415,0.05625,0.0,0.0,Control,WM,Neurometabolites Alteration in the Acute Phase of Mild Traumatic Brain Injury (mTBI): An In Vivo Proton Magnetic Resonance Spectroscopy (1H-MRS) Study.,0.0,0.0,0.0,0.0,13.0,5.0,8.0,27.15,4.88
PCr,2019_bustillo_246,2,10.1016/j.jad.2018.12.064,0.0,0.0,2.7,0.25,2.7,0.25,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
PCr,2019_bustillo_246,4,10.1016/j.jad.2018.12.064,0.0,0.0,2.925,0.375,2.925,0.375,Control,WM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.16,0.06,0.81,0.0,45.0,19.0,26.0,39.1,11.9
PCr,2019_ferland_237,1,10.1007/s00221-019-05691-z,0.0,0.0,4.31475,0.41175,4.31475,0.41175,Healthy,WM,Longitudinal assessment of (1)H-MRS (GABA and Glx) and TMS measures of cortical inhibition and facilitation in the sensorimotor cortex.,0.22399999999999998,0.04,0.743,0.048,10.0,5.0,5.0,26.0,4
PCr,2019_ferland_237,2,10.1007/s00221-019-05691-z,0.0,0.0,4.42375,0.21425,4.42375,0.21425,Healthy,WM,Longitudinal assessment of (1)H-MRS (GABA and Glx) and TMS measures of cortical inhibition and facilitation in the sensorimotor cortex.,0.22399999999999998,0.052000000000000005,0.742,0.057999999999999996,10.0,5.0,5.0,26.0,4
PCr,2019_schmitz_49,1,10.1111/apt.15256,0.0,0.0,1.07625,0.09525,0.0,0.0,Control,WM,Brain metabolic alterations in patients with long-term calcineurin inhibitor therapy after liver transplantation.,0.0,0.0,0.0,0.0,32.0,17.0,15.0,58.6,7.7
PCr,2019_wiegers_62,1,10.1007/s00125-019-4862-9,0.0,0.0,1.735,0.1025,1.735,0.1025,Control,WM,Elevated brain glutamate levels in type 1 diabetes: correlations with glycaemic control and age of disease onset but not with hypoglycaemia awareness status.,0.265,0.042,0.713,0.047,13.0,7.0,6.0,25.5,5.5
PCr,2020_lind_40,4,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,1.6975,0.125,1.6975,0.125,Control,WM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.29254,0.0,0.66486,0.0,20.0,10.0,10.0,22.6,2.37
PCr,2017_marjanska_354,1,10.1016/j.neuroscience.2017.04.035,0.0,0.0,2.2225,0.1443,2.2225,0.1443,Control,GM,Region-specific aging of the human brain as evidenced by neurochemical profiles measured noninvasively in the posterior cingulate cortex and the occipital lobe using (1)H magnetic resonance spectroscopy at 7T.,0.61,0.041231,0.228,0.037108,17.0,10.0,7.0,21.0,1
PCr,2018_ford_10,4,10.3390/nu10121860,0.0,0.0,1.99,0.0325,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7181000000000001,0.038,0.2357,0.0458,14.0,10.0,4.0,43.0,0
PCr,2018_ford_10,2,10.3390/nu10121860,0.0,0.0,1.935,0.0375,0.0,0.0,Control,GM,The Effect of a High-Dose Vitamin B Multivitamin Supplement on the Relationship between Brain Metabolism and Blood Biomarkers of Oxidative Stress: A Randomized Control Trial.,0.7239,0.0435,0.23550000000000001,0.0489,17.0,11.0,6.0,43.0,0
PCr,2018_shakory_43,1,10.1038/s41386-018-0163-0,0.0,0.0,1.7925,0.175,0.0,0.0,Control,GM,Hippocampal glutamate metabolites and glial activation in clinical high risk and first episode psychosis.,0.6,0.11,0.35,0.091,31.0,18.0,13.0,22.2,3.1
PCr,2018_sheth_276,3,10.1016/j.pscychresns.2018.04.004,0.0,0.0,0.53,0.0325,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.7021999999999999,0.03,0.2978,0.03,24.0,5.0,19.0,36.2,9.7
PCr,2018_sheth_276,4,10.1016/j.pscychresns.2018.04.004,0.0,0.0,0.47,0.015,0.0,0.0,Control,GM,Alterations in anterior cingulate cortex myoinositol and aggression in veterans with suicidal behavior: A proton magnetic resonance spectroscopy study.,0.6139,0.043,0.3861,0.043,24.0,5.0,19.0,36.2,9.7
PCr,2018_tiwari_80,1,10.1002/mrm.27142,0.0,0.0,2.0,0.1425,2.0,0.1425,Healthy,GM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.61,0.03,0.23,0.02,6.0,3.0,3.0,27.0,5
PCr,2018_tiwari_80,5,10.1002/mrm.27142,0.0,0.0,2.02,0.12,2.02,0.12,Healthy,GM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.0,0.0,0.0,0.0,6.0,3.0,3.0,27.0,5
PCr,2018_tiwari_80,6,10.1002/mrm.27142,0.0,0.0,1.57,0.05,1.57,0.05,Healthy,GM,Distinction of the GABA 2.29ppm resonance using triple refocusing at 3 T in vivo.,0.0,0.0,0.0,0.0,6.0,3.0,3.0,27.0,5
PCr,2018_white_43,2,10.1038/s41386-018-0027-7,0.0,0.0,1.64,0.16,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
PCr,2018_white_43,3,10.1038/s41386-018-0027-7,0.0,0.0,1.585,0.1325,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
PCr,2018_white_43,1,10.1038/s41386-018-0027-7,0.0,0.0,1.57,0.135,0.0,0.0,Healthy,GM,"Psychostimulant drug effects on glutamate, Glx, and creatine in the anterior cingulate cortex and subjective response in healthy humans.",0.7,0.06,0.13,0.09,26.0,13.0,13.0,22.3,3.27
PCr,2019_bustillo_246,1,10.1016/j.jad.2018.12.064,0.0,0.0,3.925,0.375,3.925,0.375,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
PCr,2019_bustillo_246,3,10.1016/j.jad.2018.12.064,0.0,0.0,4.2,0.45,4.2,0.45,Control,GM,Proton magnetic resonance spectroscopic imaging of gray and white matter in bipolar-I and schizophrenia.,0.81,0.06,0.16,0.0,45.0,19.0,26.0,39.1,11.9
PCr,2019_mikkelsen_191,1,10.1016/j.neuroimage.2019.02.059,0.0,0.0,3.945,0.34,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.6,0.05,0.26,0.04,12.0,7.0,5.0,23.92,4.81
PCr,2019_mikkelsen_191,3,10.1016/j.neuroimage.2019.02.059,0.0,0.0,3.4425,0.2475,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.6,0.03,0.29,0.02,7.0,2.0,5.0,23.43,5.47
PCr,2019_mikkelsen_191,4,10.1016/j.neuroimage.2019.02.059,0.0,0.0,3.57,0.18,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.6,0.03,0.28,0.02,12.0,6.0,6.0,25.58,4.48
PCr,2019_mikkelsen_191,5,10.1016/j.neuroimage.2019.02.059,0.0,0.0,3.4775,0.135,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.65,0.05,0.26,0.01,12.0,5.0,7.0,25.5,3.73
PCr,2019_mikkelsen_191,10,10.1016/j.neuroimage.2019.02.059,0.0,0.0,3.8725,0.2375,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.6,0.03,0.27,0.04,12.0,6.0,6.0,25.08,3.23
PCr,2019_mikkelsen_191,14,10.1016/j.neuroimage.2019.02.059,0.0,0.0,3.8175,0.2675,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.63,0.03,0.27,0.02,8.0,3.0,5.0,23.13,2.36
PCr,2019_mikkelsen_191,16,10.1016/j.neuroimage.2019.02.059,0.0,0.0,4.005,0.1275,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.63,0.03,0.27,0.03,12.0,6.0,6.0,23.58,3.73
PCr,2019_mikkelsen_191,17,10.1016/j.neuroimage.2019.02.059,0.0,0.0,4.6725,0.1725,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.61,0.04,0.28,0.03,12.0,5.0,7.0,23.25,1.96
PCr,2019_mikkelsen_191,23,10.1016/j.neuroimage.2019.02.059,0.0,0.0,4.755,0.1775,0.0,0.0,Healthy,GM,Big GABA II: Water-referenced edited MR spectroscopy at 25 research sites.,0.61,0.03,0.29,0.02,12.0,6.0,6.0,27.67,2.77
PCr,2019_reid_45,1,10.1093/schbul/sbx190,0.0,0.0,1.435,0.095,0.0,0.0,Control,GM,7T Proton Magnetic Resonance Spectroscopy of the Anterior Cingulate Cortex in First-Episode Schizophrenia.,0.7140000000000001,0.078,0.254,0.077,21.0,5.0,16.0,23.5,4.5
PCr,2019_sheth_248,3,10.1016/j.jad.2019.01.037,0.0,0.0,0.5475,0.0,0.0,0.0,Control,GM,Reduced gamma-amino butyric acid (GABA) and glutamine in the anterior cingulate cortex (ACC) of veterans exposed to trauma.,0.703,0.03,0.297,0.037000000000000005,28.0,4.0,24.0,35.4,8.6
PCr,2020_lind_40,1,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,1.74,0.085,1.74,0.085,Control,GM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.64669,0.0,0.23431000000000002,0.0,20.0,10.0,10.0,22.6,2.37
PCr,2020_lind_40,10,10.1523/JNEUROSCI.2883-19.2020,0.0,0.0,1.5325,0.1675,1.5325,0.1675,Control,GM,"Regional Myo-Inositol, Creatine, and Choline Levels Are Higher at Older Age and Scale Negatively with Visuospatial Working Memory: A Cross-Sectional Proton MR Spectroscopy Study at 7 Tesla on Normal Cognitive Ageing.",0.6731999999999999,0.0,0.3268,0.0,20.0,10.0,10.0,22.6,2.37
PCr,2020_sheth_123,2,10.1152/jn.00765.2019,0.0,0.0,0.51,0.0275,0.0,0.0,Control,GM,Increased myoinositol in the anterior cingulate cortex of veterans with a history of traumatic brain injury: a proton magnetic resonance spectroscopy study.,0.6990000000000001,0.028999999999999998,0.3,0.028999999999999998,26.0,0.0,0.0,34.3,9.2
PCr,2021_bednarik_15,1,10.3389/fnins.2021.609485,0.0,0.0,2.05,0.05,2.05,0.05,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7240000000000001,0.0178,0.18600000000000003,0.031,12.0,0.0,12.0,26.0,5
PCr,2021_bednarik_15,2,10.3389/fnins.2021.609485,0.0,0.0,2.025,0.05,2.025,0.05,Healthy,GM,Effect of Ketamine on Human Neurochemistry in Posterior Cingulate Cortex: A Pilot Magnetic Resonance Spectroscopy Study at 3 Tesla.,0.7340000000000001,0.018000000000000002,0.17800000000000002,0.032,12.0,0.0,12.0,26.0,5
NAA,2018_burger_185,17,10.1016/j.drugalcdep.2017.11.029,1.417,0.167,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
NAA,2018_burger_185,18,10.1016/j.drugalcdep.2017.11.029,1.574,0.2,0.0,0.0,0.0,0.0,Control,WM,The impact of acute and short-term methamphetamine abstinence on brain metabolites: A proton magnetic resonance spectroscopy chemical shift imaging study.,0.0,0.0,0.0,0.0,22.0,0.0,22.0,28.6,10.2
NAA,2018_egerton_23,10,10.1038/s41380-018-0082-9,1.65,0.18,0.0,0.0,0.0,0.0,Control,WM,Response to initial antipsychotic treatment in first episode psychosis is related to anterior cingulate glutamate levels: a multicentre (1)H-MRS study (OPTiMiSE).,0.08,0.06,0.92,0.06,60.0,0.0,0.0,29.0,0
